,Year,Month,Date,PMID,Journal,Author,Title
927,2019,5,10,31103785,Neuroimage,Luca Pion-Tonachini,"ICLabel: An automated electroencephalographic independent component classifier, dataset, and website."
928,2019,1,31,31101310,Urology,Katherine H Chan,EDITORIAL COMMENT.
929,NA,NA,NA,31098922,Psychiatr Q,Vladan Starcevic,Cyberchondria and its Relationships with Related Constructs: a Network Analysis.
930,2019,4,5,31095696,J Anal Toxicol,Marie Mardal,HighResNPS.com: An Online Crowd-Sourced HR-MS Database for Suspect and Non-targeted Screening of New Psychoactive Substances.
931,2019,4,3,31091242,PLoS One,Akram Osman,Quality dimensions features for identifying high-quality user replies in text forum threads using classification methods.
932,2019,5,8,31078564,Prev Med,Cecilia L Bergeria,Randomized comparison of two web-based interventions on immediate and 30-day opioid overdose knowledge in three unique risk groups.
933,2019,4,26,31066443,Nucleic Acids Res,Bulat Zagidullin,DrugComb: an integrative cancer drug combination data portal.
934,NA,NA,NA,31051024,Semin Cutan Med Surg,Tracy Petrie,MoleMapper: an application for crowdsourcing mole images to advance melanoma early-detection research.
935,NA,NA,NA,31044702,Lancet Oncol,Giulia Gallerani,Crowdfunding for cancer research: the TRACe campaign as an example.
936,NA,NA,NA,31037991,Subst Use Misuse,Amy Lynn Meadows,"Adverse Childhood Experiences, Tobacco Use, and Obesity: A Crowdsourcing Study."
937,2019,3,19,31037238,Front Public Health,Martin M Müller,Crowdbreaks: Tracking Health Trends Using Public Social Media Data and Crowdsourcing.
938,2019,3,24,31033444,J Med Internet Res,Nassr Nama,Crowdsourcing the Citation Screening Process for Systematic Reviews: Validation Study.
939,2019,2,9,31029879,Drug Alcohol Depend,Justin C Strickland,Contribution of cannabis-related cues to concurrent reinforcer choice in humans.
940,2019,3,29,31022372,Cell Syst,Samson H Fong,Strategies for Network GWAS Evaluated Using Classroom Crowd Science.
941,2019,1,14,31016886,CPT Pharmacometrics Syst Pharmacol,Axel Facius,What Can Be Learned From Crowdsourced Population Asparagus Urinary Odor Kinetics?
942,2019,3,1,31006918,Conserv Biol,Ans Vercammen,Untapped potential of collective intelligence in conservation and environmental decision making.
943,NA,NA,NA,30998812,JAMA Oncol,Hesham Elhalawani,The Potential and Pitfalls of Crowdsourced Algorithm Development in Radiation Oncology.
944,NA,NA,NA,30998808,JAMA Oncol,Raymond H Mak,Use of Crowd Innovation to Develop an Artificial Intelligence-Based Solution for Radiation Therapy Targeting.
945,NA,NA,NA,30998274,Hastings Cent Rep,Karola V Kreitmair,Citizen Science and Gamification.
946,2019,3,11,30997295,PeerJ,Joseph D Tucker,Crowdsourcing in medical research: concepts and applications.
947,NA,NA,NA,30992986,J Glob Health,Kerri Wazny,Setting weights for fifteen CHNRI criteria at the global and regional level using public stakeholders: an Amazon Mechanical Turk study.
948,NA,NA,NA,30982629,Ann Emerg Med,Gregory W Ramsey,"Simulation, Selection, and Mechanical Turk: Can Cases Presented Online Help Us Learn About Shared Decisionmaking and Medical Malpractice?"
949,2019,3,27,30977091,Int J Comput Assist Radiol Surg,Tae Soo Kim,Objective assessment of intraoperative technical skill in capsulorhexis using videos of cataract surgery.
950,2019,3,12,30975998,Sci Data,Oscar Esteban,Crowdsourced MRI quality metrics and expert quality annotations for training of humans and machines.
951,2019,3,28,30958542,J Am Med Inform Assoc,Dina Vishnyakova,A new approach and gold standard toward author disambiguation in MEDLINE.
952,2018,11,20,30955690,Radiography (Lond),J St John-Matthews,Crowdsourcing in health professions education: What radiography educators can learn from other disciplines.
953,2019,3,22,30954784,Accid Anal Prev,Ziaur Rahman,Using crowd sourcing to locate and characterize conflicts for vulnerable modes.
954,2019,2,13,30953545,BMC Psychol,Tasuku Igarashi,Development of the Japanese version of the three-item loneliness scale.
955,2018,12,16,30950801,J Med Internet Res,Wenhua Lu,Crowdsourcing for Food Purchase Receipt Annotation via Amazon Mechanical Turk: A Feasibility Study.
956,NA,NA,NA,30950770,Pain Manag,Parisa Gazerani,Identification of novel analgesics through a drug repurposing strategy.
957,2019,2,8,30949577,Sci Adv,Robert J Steed,"Crowdsourcing triggers rapid, reliable earthquake locations."
958,NA,NA,NA,30944455,Nat Hum Behav,NA,Inequalities in crowdsourced knowledge.
959,NA,NA,NA,33791603,Aesthet Surg J Open Forum,Orr Shauly,The Public's Perception of Interventions for Migraine Headache Disorders: A Crowdsourcing Population-Based Study.
960,2019,3,19,30927021,Psychopharmacology (Berl),Justin C Strickland,Evaluating non-medical prescription opioid demand using commodity purchase tasks: test-retest reliability and incremental validity.
961,NA,NA,NA,30921159,Plast Reconstr Surg,NA,"Prospective, Double-Blind Evaluation of Umbilicoplasty Techniques Using Conventional and Crowdsourcing Methods: Correction."
962,NA,NA,NA,30920417,Am J Gastroenterol,Benjamin A Lerner,Detection of Gluten in Gluten-Free Labeled Restaurant Food: Analysis of Crowd-Sourced Data.
963,NA,NA,NA,30919398,Appl Clin Inform,Ping-Cheng Wei,An openEHR Approach to Detailed Clinical Model Development: Tobacco Smoking Summary Archetype as a Case Study.
964,2019,3,1,30916426,J Obstet Gynaecol Res,Alyssa A Hamlin,Brief versus Thong Hygiene in Obstetrics and Gynecology (B-THONG): A survey study.
965,2019,3,11,30913459,Environ Int,Markus Hilpert,A new approach for inferring traffic-related air pollution: Use of radar-calibrated crowd-sourced traffic data.
966,NA,NA,NA,30905190,Anxiety Stress Coping,Arielle P Rogers,Workplace intrusions and employee strain: the interactive effects of extraversion and emotional stability.
967,2019,2,11,30893328,PLoS One,Chad M Topaz,Diversity of artists in major U.S. museums.
968,NA,NA,NA,30892236,IEEE Trans Neural Netw Learn Syst,Bo Han,Beyond Majority Voting: A Coarse-to-Fine Label Filtration for Heavily Noisy Labels.
969,2019,2,10,30888705,Alcohol Clin Exp Res,Justin C Strickland,"Feasibility, Acceptability, and Initial Efficacy of Delivering Alcohol Use Cognitive Interventions via Crowdsourcing."
970,2019,3,6,30884047,J Appl Microbiol,A Loo,"Development and field testing of low-cost, quantal microbial assays with volunteer reporting as scalable means of drinking water safety estimation."
971,2019,1,31,30878684,Urology,Zachary R Dionise,"Parental Preferences for Vesicoureteral Reflux Treatment: A Crowd-sourced, Best-worst Scaling Study."
972,2019,1,30,30872776,Sci Rep,Chanuki Illushka Seresinhe,Happiness is Greater in More Scenic Locations.
973,2019,3,2,30871229,Sensors (Basel),Chuan Zhang,A Privacy-Preserving Traffic Monitoring Scheme via Vehicular Crowdsourcing.
974,NA,NA,NA,30866000,Appl Clin Inform,Nabeel Qureshi,Common Laboratory Results Frequently Misunderstood by a Sample of Mechanical Turk Users.
975,NA,NA,NA,30864325,Pac Symp Biocomput,Peyton Greenside,CrowdVariant: a crowdsourcing approach to classify copy number variants.
976,NA,NA,NA,30864187,Cochrane Database Syst Rev,Nicola J Gates,Computerised cognitive training for maintaining cognitive function in cognitively healthy people in late life.
977,2019,2,5,30863687,PeerJ,Daniel Kondziella,Public perception of the vegetative state/unresponsive wakefulness syndrome: a crowdsourced study.
978,2019,2,11,30861011,PLoS One,Divya Jayakumar Nair,Characterizing multicity urban traffic conditions using crowdsourced data.
979,2018,7,26,30840724,J Med Imaging (Bellingham),Eric Heim,Large-scale medical image annotation with crowd-powered algorithms.
980,2019,2,4,30833825,Biodivers Data J,Mathias Dillen,A benchmark dataset of herbarium specimen images with label data.
981,2019,1,7,30833286,Inj Prev,Hasan S Merali,"Using street imagery and crowdsourcing internet marketplaces to measure motorcycle helmet use in Bangkok, Thailand."
982,2019,1,26,30831091,Arch Phys Med Rehabil,William M M Levack,"One in 11 Cochrane Reviews Are on Rehabilitation Interventions, According to Pragmatic Inclusion Criteria Developed by Cochrane Rehabilitation."
983,NA,NA,NA,30820318,J Glob Health,Kerri Wazny,Exploring individual and demographic characteristics and their relation to CHNRI Criteria from an international public stakeholder group: an analysis using random intercept and logistic regression modelling.
984,2019,2,20,30813250,Sensors (Basel),Bingxu Zhao,Task Allocation Model Based on Worker Friend Relationship for Mobile Crowdsourcing.
985,2019,2,19,30813228,Sensors (Basel),Ricardo Santos,Fingerprints and Floor Plans Construction for Indoor Localisation Based on Crowdsourcing.
986,2019,1,22,30811457,PLoS One,Claire E Ashton-James,Stereotypes about surgeon warmth and competence: The role of surgeon gender.
987,2019,1,18,30803012,Cogn Sci,Michał Król,"Learning From Peers' Eye Movements in the Absence of Expert Guidance: A Proof of Concept Using Laboratory Stock Trading, Eye Tracking, and Machine Learning."
988,2018,12,14,30794206,J Med Internet Res,Jiaping Zheng,"QuikLitE, a Framework for Quick Literacy Evaluation in Medicine: Development and Validation."
989,NA,NA,NA,30789298,J Psychopharmacol,Justin C Strickland,Using behavioral economic variables to predict future alcohol use in a crowdsourced sample.
990,2019,1,12,30786065,Skin Res Technol,Eric R Tkaczyk,Crowdsourcing to delineate skin affected by chronic graft-vs-host disease.
991,NA,NA,NA,30782795,Proc Natl Acad Sci U S A,Jacob van Etten,Crop variety management for climate adaptation supported by citizen science.
992,NA,NA,NA,30779655,Circulation,Sarah M Perman,Public Perceptions on Why Women Receive Less Bystander Cardiopulmonary Resuscitation Than Men in Out-of-Hospital Cardiac Arrest.
993,2019,1,28,30779023,Int J Comput Assist Radiol Surg,M Ershad,Automatic and near real-time stylistic behavior assessment in robotic surgery.
994,2019,2,4,30772456,J Clin Epidemiol,Van Thu Nguyen,A scoping review provided a framework for new ways of doing research through mobilizing collective intelligence.
995,2019,1,5,30772207,J Am Pharm Assoc (2003),Tyler Michael Holmes,Crowdfunding pharmacy- and medication-related products: How successful is it?
996,2019,2,7,30744141,Sensors (Basel),Jingxue Bi,Fast Radio Map Construction by using Adaptive Path Loss Model Interpolation in Large-Scale Building.
997,2018,11,30,30742889,Ann Vasc Surg,Danielle C Sutzko,"Development, Launch, and Evaluation of an Open-Access Vascular Surgery Handbook through House Officer Curriculum Crowdsourcing."
998,NA,NA,NA,30741854,Sex Transm Dis,Weiming Tang,Reimagining Health Communication: A Noninferiority Randomized Controlled Trial of Crowdsourced Intervention in China.
999,2018,12,29,30728064,Trials,Stephanie Tsz Hei Lau,Study protocol for a peer-led web-based intervention to promote safe usage of dating applications among young adults: a cluster randomized controlled trial.
1000,2019,2,5,30726865,Bioinformatics,Mohamed Amgad,Structured crowdsourcing enables convolutional segmentation of histology images.
1001,NA,NA,NA,30718420,Proc Natl Acad Sci U S A,Aniket Kittur,Scaling up analogical innovation with crowds and AI.
1002,NA,NA,NA,30718390,Proc Natl Acad Sci U S A,Julia K Parrish,"Hoping for optimality or designing for inclusion: Persistence, learning, and the social network of citizen science."
1003,2019,1,25,30717678,BMC Infect Dis,Ye Zhang,Quantitative evaluation of an innovation contest to enhance a sexual health campaign in China.
1004,2018,10,14,30710460,JMIR Med Educ,Kathleen M Mazor,Video-Based Communication Assessment: Development of an Innovative System for Assessing Clinician-Patient Communication.
1005,2018,12,11,30705810,Prev Med Rep,Tiffany Rounds,A crowdsourcing approach to understand weight and weight loss in men.
1006,2018,7,2,30703562,J Mol Diagn,Alexis B Carter,Considerations for Genomic Data Privacy and Security when Working in the Cloud.
1007,NA,NA,NA,30703041,IEEE Trans Neural Netw Learn Syst,Jing Zhang,Crowdsourced Label Aggregation Using Bilayer Collaborative Clustering.
1008,NA,NA,NA,30692252,Proc Natl Acad Sci U S A,Gordon Pennycook,Fighting misinformation on social media using crowdsourced judgments of news source quality.
1009,2018,12,30,30690269,Int J Drug Policy,Varsha Palad,"""We don't want him worrying about how he will pay to save his life"": Using medical crowdfunding to explore lived experiences with addiction services in Canada."
1010,NA,NA,NA,30688911,Plast Reconstr Surg,Kenneth L Fan,The Public's Preferences on Plastic Surgery Social Media Engagement and Professionalism: Demystifying the Impact of Demographics.
1011,NA,NA,NA,30686272,CJEM,John R Adler,"#OpenAccess: Free online, open-access crowdsource-reviewed publishing is the future; traditional peer-reviewed journals are on the way out."
1012,2018,11,26,30679616,Sci Rep,Robert Kueffner,Stratification of amyotrophic lateral sclerosis patients: a crowdsourcing approach.
1013,2019,1,19,30678733,Malar J,María Linares,Collaborative intelligence and gamification for on-line malaria species differentiation.
1014,2018,10,9,30664493,JMIR Rehabil Assist Technol,Arnold Yl Wong,Global Consensus From Clinicians Regarding Low Back Pain Outcome Indicators for Older Adults: Pairwise Wiki Survey Using Crowdsourcing.
1015,2018,10,26,30664453,J Med Internet Res,John P Lalor,Improving Electronic Health Record Note Comprehension With NoteAid: Randomized Trial of Electronic Health Record Note Comprehension Interventions With Crowdsourced Workers.
1016,2018,12,17,33501016,Front Robot AI,Nicolas Tsapatsoulis,Opinion Mining From Social Media Short Texts: Does Collective Intelligence Beat Deep Learning?
1017,2019,1,8,30658255,Addict Behav,Ethan M Campbell,Reliability and validity of the Brief DSM-5 Alcohol Use Disorder Diagnostic Assessment: A systematic replication in a crowdsourced sample.
1018,2018,12,21,30656779,Ecol Appl,John D J Clare,Making inference with messy (citizen science) data: when are data accurate enough and how can they be improved?
1019,NA,NA,NA,30646397,JAMA Netw Open,Andrea Gurmankin Levy,Prevalence of and Factors Associated With Patient Nondisclosure of Medically Relevant Information to Clinicians.
1020,NA,NA,NA,30646316,JAMA Netw Open,David Gibbes Miller,Ethical Acceptability of Postrandomization Consent in Pragmatic Clinical Trials.
1021,2019,1,3,30634654,Int J Environ Res Public Health,Jinbi Yang,A Non-Liner Decision Model for Green Crowdfunding Project Success: Evidence from China.
1022,NA,NA,NA,30632856,Med Teach,Thomas W Grother,Response to 'crowdsourcing for assessment items to support adaptive learning'.
1023,NA,NA,NA,30622365,Nat Rev Urol,Zachary J Prebay,Video review for measuring and improving skill in urological surgery.
1024,2018,9,6,30622095,J Med Internet Res,Max Valentin Birk,Improving the Efficacy of Cognitive Training for Digital Mental Health Interventions Through Avatar Customization: Crowdsourced Quasi-Experimental Study.
1025,NA,NA,NA,30620244,J Occup Environ Hyg,Ashley C Moore,The power of the crowd: Prospects and pitfalls for citizen science in occupational health.
1026,NA,NA,NA,30614463,Lancet Oncol,Jeremy Snyder,Patients' crowdfunding campaigns for alternative cancer treatments.
1027,2018,11,12,30611638,Ann Emerg Med,Elizabeth M Schoenfeld,The Effect of Shared Decisionmaking on Patients' Likelihood of Filing a Complaint or Lawsuit: A Simulation Study.
1028,2018,10,25,30608943,PLoS One,Henry Sauermann,Crowdfunding scientific research: Descriptive insights and correlates of funding success.
1029,2018,12,10,30589858,PLoS One,Margaret Kosmala,"Integrating camera imagery, crowdsourcing, and deep learning to improve high-frequency automated monitoring of snow at continental-to-global scales."
1030,NA,NA,NA,30589283,Psychol Aging,Cara C MacInnis,Exploring potential prejudice toward older adult mobility device users.
1031,2018,10,22,30587295,Lancet Infect Dis,Man Charurat,Crowdsourcing as a public health intervention for sexually transmitted diseases.
1032,NA,NA,NA,30573024,J Stud Alcohol Drugs,Vanessa Morris,Elevated Behavioral Economic Demand for Alcohol in Co-Users of Alcohol and Cannabis.
1033,2018,11,19,30566623,Brief Bioinform,Ziaurrehman Tanoli,"Interactive visual analysis of drug-target interaction networks using Drug Target Profiler, with applications to precision medicine and drug repurposing."
1034,2018,6,15,30559089,JMIR Diabetes,Tim Wysocki,A Web-Based Coping Intervention by and for Parents of Very Young Children With Type 1 Diabetes: User-Centered Design.
1035,2018,12,10,30558222,Sensors (Basel),Sophie Cowie,@choo: Tracking Pollen and Hayfever in the UK Using Social Media.
1036,2018,12,5,30550734,Ophthalmology,Takenori Inomata,Risk Factors for Severe Dry Eye Disease: Crowdsourced Research Using DryEyeRhythm.
1037,2018,9,16,30549201,Glob Chang Biol,Myroslava Lesiv,Estimating the global distribution of field size using crowdsourcing.
1038,2018,11,27,30543701,PLoS One,Stéphanie Sidorkiewicz,Acceptable medication non-adherence: A crowdsourcing study among French physicians for commonly prescribed medications.
1039,2018,10,24,30522991,J Med Internet Res,Benjamin J Ricard,Exploring the Utility of Community-Generated Social Media Content for Detecting Depression: An Analytical Study on Instagram.
1040,NA,NA,NA,30522339,J Behav Addict,Magdalen G Schluter,Obtaining quality data using behavioral measures of impulsivity in gambling research with Amazon's Mechanical Turk.
1041,2018,11,24,30529876,Psychiatry Res,Justin C Strickland,The impact of financial strain on medication non-adherence: Influence of psychiatric medication use.
1042,NA,NA,NA,30506326,Atten Percept Psychophys,Sarah E Yoho,"Are there sex effects for speech intelligibility in American English? Examining the influence of talker, listener, and methodology."
1043,2018,11,19,30500405,J Clin Epidemiol,Karla Hemming,Quality of stepped-wedge trial reporting can be reliably assessed using an updated CONSORT: crowd-sourcing systematic review.
1044,NA,NA,NA,30499431,AMA J Ethics,Jennifer Meka,"Should Crowdsourced, Unvetted Content on Wikipedia Be Used in Health Sciences Teaching and Learning?"
1045,NA,NA,NA,30489264,IEEE Trans Med Imaging,Anne Grote,Crowdsourcing of Histological Image Labeling and Object Delineation by Medical Students.
1046,NA,NA,NA,30489114,Exp Clin Psychopharmacol,Justin C Strickland,The use of crowdsourcing in addiction science research: Amazon Mechanical Turk.
1047,2018,11,19,30486232,Sensors (Basel),Hong Lam Nguyen,Situational Awareness: Mapping Interference Sources in Real-Time Using a Smartphone App.
1048,2018,6,27,30482597,J Invest Dermatol,Tracy Petrie,"Melanoma Early Detection: Big Data, Bigger Picture."
1049,2018,9,18,30475456,Autism Res,Emily Myers,The diagnosis conundrum: Comparison of crowdsourced and expert assessments of toddlers with high and low risk of autism spectrum disorder.
1050,NA,NA,NA,30475012,Exp Clin Psychopharmacol,Herry Patel,Elevated cannabis demand is associated with driving after cannabis use in a crowd-sourced sample of adults.
1051,2018,10,7,30472061,J Surg Educ,MaryJoe K Rice,Crowdsourced Assessment of Inanimate Biotissue Drills: A Valid and Cost-Effective Way to Evaluate Surgical Trainees.
1052,2018,6,11,30463741,J Surg Res,Anne M Sescleifer,Systematic Review: Online Crowdsourcing to Assess Perceptual Speech Outcomes.
1053,NA,NA,NA,30450963,J Endourol,Simon L Conti,Crowdsourced Assessment of Ureteroscopy with Laser Lithotripsy Video Feed Does Not Correlate with Trainee Experience.
1054,2018,8,21,30444868,PLoS One,Colleen E Crangle,Exploring patient information needs in type 2 diabetes: A cross sectional study of questions.
1055,NA,NA,NA,30440751,Annu Int Conf IEEE Eng Med Biol Soc,Marzieh Ershad,Automatic Surgical Skill Rating Using Stylistic Behavior Components.
1056,2018,10,16,30427897,PLoS One,Caitlin H McCurrie,Moral and Affective Film Set (MAAFS): A normed moral video database.
1057,2018,11,6,30423962,Sensors (Basel),Shahram Sattar,Road Surface Monitoring Using Smartphone Sensors: A Review.
1058,NA,NA,NA,30416242,Knowl Inf Syst,Luca Pion-Tonachini,Crowd labeling latent Dirichlet allocation.
1059,2018,10,9,30414945,J Oral Maxillofac Surg,Jeffrey C Posnick,Orthognathic Surgery Has a Significant Positive Effect on Perceived Personality Traits and Perceived Emotional Expressions in Long Face Patients.
1060,NA,NA,NA,30413129,Health Promot Pract,Eric J Conrad,"Improving Health Promotion Through the Integration of Technology, Crowdsourcing, and Social Media."
1061,NA,NA,NA,30410741,J Glob Health,Kerri Wazny,"Identifying potential uses of crowdsourcing in global health, conflict, and humanitarian settings: an adapted CHNRI (Child Health and Nutrition Initiative) exercise."
1062,2018,10,19,30408059,PLoS One,Ron Mahabir,"News coverage, digital activism, and geographical saliency: A case study of refugee camps and volunteered geographical information."
1063,2018,9,28,30406107,Front Nutr,Christopher Tucci,Translating Science Into Business Innovation: The Case of Open Food and Nutrition Data Hackathons.
1064,NA,NA,NA,30403648,IEEE Trans Cybern,Zhiang Wu,hPSD: A Hybrid PU-Learning-Based Spammer Detection Model for Product Reviews.
1065,2018,9,6,30402214,J Healthc Eng,Ohbyung Kwon,When Collective Knowledge Meets Crowd Knowledge in a Smart City: A Prediction Method Combining Open Data Keyword Analysis and Case-Based Reasoning.
1066,2018,8,20,30401671,Interact J Med Res,Jun Zhou,Calorie Estimation From Pictures of Food: Crowdsourcing Study.
1067,2018,9,12,30400818,Genome Biol,Anna Y Lee,Combining accurate tumor genome simulation with crowdsourcing to benchmark somatic structural variant detection.
1068,NA,NA,NA,30382730,Exp Clin Psychopharmacol,Derek A Pope,Past and future preference reversals are predicted by delay discounting in smokers and non-smokers.
1069,2018,10,13,30370499,Int J Comput Assist Radiol Surg,Mai Bui,Robust navigation support in lowest dose image setting.
1070,2018,10,17,30360418,Sensors (Basel),Yongliang Sun,Voronoi Diagram and Crowdsourcing-Based Radio Map Interpolation for GRNN Fingerprinting Localization Using WLAN.
1071,NA,NA,NA,30357284,JAMA,Ford Vox,Medical Crowdfunding for Scientifically Unsupported or Potentially Dangerous Treatments.
1072,2018,9,18,30349499,Front Psychol,Joseph R Bardeen,Executive Control Deficits Potentiate the Effect of Maladaptive Metacognitive Beliefs on Posttraumatic Stress Symptoms.
1073,NA,NA,NA,30347009,JAMA Oncol,Huichuan Yu,Decentered Crowdfunded Clinical Studies-Open a New Era of Medical Research.
1074,2018,10,1,30341974,Catheter Cardiovasc Interv,Jason Ross,Relative importance of attribute preferences for radial vs. femoral arterial access: A crowdsourcing study of healthy online-recruited volunteers.
1075,2018,8,12,30341924,Bioethics,Bryanna Moore,Medical crowdfunding and the virtuous donor.
1076,2018,10,11,30329106,Nicotine Tob Res,Andrew B Seidenberg,Knowledge and Awareness of Added Sugar in Cigarettes.
1077,NA,NA,NA,30329011,Aesthet Surg J,Beina Azadgoli,The Public's Perception on Breast and Nipple Reconstruction: A Crowdsourcing-Based Assessment.
1078,2018,10,11,30322207,Sensors (Basel),Ying Hu,An Incentive Mechanism in Mobile Crowdsourcing Based on Multi-Attribute Reverse Auctions.
1079,2018,8,7,30321173,PLoS One,Coline Byczek,Benefits of crowd-sourced GPS information for modelling the recreation ecosystem service.
1080,2018,9,27,30311115,Environ Sci Pollut Res Int,Selene Hernandez Ruiz,Evaluation of corrosion control products on a distribution system through crowdsourcing.
1081,2018,10,3,30297187,Int J Cardiol,Maarten A C Koole,A successful crowdfunding project for eHealth research on grown-up congenital heart disease patients.
1082,NA,NA,NA,30293609,Cardiol Clin,Andrew J Latimer,Emerging and Future Technologies in Out-of-Hospital Cardiac Arrest Care.
1083,NA,NA,NA,30273139,IEEE Pulse,Shadi Albarqouni,Fine-Tuning Deep Learning by Crowd Participation.
1084,NA,NA,NA,30272646,J Vis Exp,Jennifer A Bennett,Visual and Microscopic Evaluation of Streptomyces Developmental Mutants.
1085,2018,9,20,30268114,BMC Infect Dis,Thomas Fitzpatrick,A crowdsourced intervention to promote hepatitis B and C testing among men who have sex with men in China: study protocol for a nationwide online randomized controlled trial.
1086,NA,NA,NA,30265063,Exp Clin Psychopharmacol,Liqa N Athamneh,Validation of a brief behavioral economic assessment of demand among cigarette smokers.
1087,2018,9,21,30259577,Conserv Biol,Robert Bogucki,Applying deep learning to right whale photo identification.
1088,2018,9,12,30243039,Accid Anal Prev,Rul von Stülpnagel,Risk perception during urban cycling: An assessment of crowdsourced and authoritative data.
1089,NA,NA,NA,30239573,Aesthet Surg J,Apoorve Nayyar,Are You on the Right Platform? A Conjoint Analysis of Social Media Preferences in Aesthetic Surgery Patients.
1090,2018,8,7,30229877,Int J Dermatol,Priscilla A Pereira,Aversion caused by skin diseases - a crowdsourcing study.
1091,2018,8,6,30229516,Arch Sex Behav,Emily A Vogels,"The Relationship Among Online Sexually Explicit Material Exposure to, Desire for, and Participation in Rough Sex."
1092,NA,NA,NA,30222561,IEEE Trans Image Process,Zeina Sinno,Large-Scale Study of Perceptual Video Quality.
1093,NA,NA,NA,30220268,Prehosp Disaster Med,Eli Jaffe,Wisdom of the Crowd in Saving Lives: The Life Guardians App.
1094,2018,9,9,30217581,Appetite,Kai Ling Kong,Food and non-food reinforcement among pregnant women.
1095,NA,NA,NA,30215987,Am Fam Physician,Roland Grad,Top POEMs of 2017 Consistent with the Principles of the Choosing Wisely Campaign.
1096,2018,8,8,30211147,Front Public Health,Peng Jia,Integrating Kindergartener-Specific Questionnaires With Citizen Science to Improve Child Health.
1097,NA,NA,NA,30206747,Child Psychiatry Hum Dev,Sara M S Francis,Cognitive Predictors of Parental Rescue Behavior and Malleability of Behavior Using a Brief Psychoeducation Intervention.
1098,NA,NA,NA,30206506,Ment Health Clin,Emma C Palmer,Evaluation of perceptions and knowledge of mental illness in the United States through crowdsourcing.
1099,2018,9,3,30205480,Sensors (Basel),Junhong Lin,Indoor Localization Based on Weighted Surfacing from Crowdsourced Samples.
1100,2018,9,3,30200626,Sensors (Basel),Jorge Rodríguez,Unsupervised Hierarchical Clustering Approach for Tourism Market Segmentation Based on Crowdsourced Mobile Phone Data.
1101,2018,7,4,30199844,Drug Alcohol Depend,Nicole L Tosun,"Association of exercise with smoking-related symptomatology, smoking behavior and impulsivity in men and women."
1102,NA,NA,NA,30198938,Nurse Educ,Amanda F Hopkins,Crowdfunding Platforms for Nursing Research.
1103,2018,8,31,30194789,Addiction,Michael Amlung,Price elasticity of illegal versus legal cannabis: a behavioral economic substitutability analysis.
1104,NA,NA,NA,30192688,Health Informatics J,Max H Sims,Legal and ethical issues surrounding the use of crowdsourcing among healthcare providers.
1105,NA,NA,NA,30188806,Psychol Sci,Jennifer E Corbett,"""It's Not a Tumor"": A Framework for Capitalizing on Individual Diversity to Boost Target Detection."
1106,NA,NA,NA,30183631,IEEE Trans Image Process,Shan Li,Reliable Crowdsourcing and Deep Locality-Preserving Learning for Unconstrained Facial Expression Recognition.
1107,2018,9,1,30181515,Int J Environ Res Public Health,Simone Frigerio,"Hands-On Experience of Crowdsourcing for Flood Risks. An Android Mobile Application Tested in Frederikssund, Denmark."
1108,2018,8,6,30178626,Congenit Heart Dis,Joseph J Knadler,Strength in numbers: Crowdsourcing the most relevant literature in pediatric cardiology.
1109,2018,8,7,30165260,Eval Program Plann,Elena Harman,Incorporating public values into evaluative criteria: Using crowdsourcing to identify criteria and standards.
1110,NA,NA,NA,30157527,Yearb Med Inform,Jeremy L Warner,Cancer Informatics in 2017: A New Beginning and a Bright Future.
1111,NA,NA,NA,30156460,Popul Health Manag,George Carpenter,A Promising New Strategy to Improve Treatment Outcomes for Patients with Depression.
1112,2018,7,26,30153265,PLoS Med,Weiming Tang,Crowdsourcing to expand HIV testing among men who have sex with men in China: A closed cohort stepped wedge cluster randomized controlled trial.
1113,NA,NA,NA,30138067,Am J Public Health,Benjamin Bearnot,"Using Publicly Available Data to Understand the Opioid Overdose Epidemic: Geospatial Distribution of Discarded Needles in Boston, Massachusetts."
1114,NA,NA,NA,30137252,Chem Senses,Allison N Baker,"Self-reported Smoking Status, TAS2R38 Variants, and Propylthiouracil Phenotype: An Exploratory Crowdsourced Cohort Study."
1115,2018,7,6,30131872,NPJ Genom Med,Alireza Haghighi,An integrated clinical program and crowdsourcing strategy for genomic sequencing and Mendelian disease gene discovery.
1116,2018,7,30,29904574,F1000Res,Andrea Tacchella,Collaboration between a human group and artificial intelligence can improve prediction of multiple sclerosis course: a proof-of-principle study.
1117,NA,NA,NA,30130228,IEEE Trans Vis Comput Graph,Mershack Okoe,"Node-Link or Adjacency Matrices: Old Question, New Insights."
1118,2018,6,4,30128849,Int J Cardiovasc Imaging,Stephanie Minter,Crowdsourcing consensus: proposal of a novel method for assessing accuracy in echocardiography interpretation.
1119,NA,NA,NA,30124632,Transplantation,Kesh Baboolal,Crowd Sourcing for Organs: A Social Dilemma.
1120,2018,8,9,30111305,BMC Infect Dis,Kristin Baltrusaitis,"Comparison of crowd-sourced, electronic health records based, and traditional health-care based influenza-tracking systems at multiple spatial resolutions in the United States of America."
1121,NA,NA,NA,30105481,J Gen Intern Med,Jonathan S Hausmann,Using Smartphone Crowdsourcing to Redefine Normal and Febrile Temperatures in Adults: Results from the Feverprints Study.
1122,2018,6,25,30101347,Brain,Levin Kuhlmann,Epilepsyecosystem.org: crowd-sourcing reproducible seizure prediction with long-term human intracranial EEG.
